FrontFrameIndex,FrontTimeStamp,MediaFrameIndex,MediaTimeStamp,WallclockTimeStamp,GazeFrameIndex,GazeTimeStamp,HidEventData,Confidence,Gaze2dX,Gaze2dY,GazeClass,VergenceAngle,Blink,GazeRightConfidence,PupilDiaRight,EyeballCenterRightX,EyeballCenterRightY,EyeballCenterRightZ,PupilCenterRightX,PupilCenterRightY,PupilCenterRightZ,GazeRightX,GazeRightY,GazeRightZ,GazeRightReciprocalDistance,GazeRightAngularSpeed,EyeClosedRight,Pupil2dRightConfidence,Pupil2dRightX,Pupil2dRightY,Pupil2dRightA,Pupil2dRightB,Pupil2dRightO,GazeLeftConfidence,PupilDiaLeft,EyeballCenterLeftX,EyeballCenterLeftY,EyeballCenterLeftZ,PupilCenterLeftX,PupilCenterLeftY,PupilCenterLeftZ,GazeLeftX,GazeLeftY,GazeLeftZ,GazeLeftReciprocalDistance,GazeLeftAngularSpeed,EyeClosedLeft,Pupil2dLeftConfidence,Pupil2dLeftX,Pupil2dLeftY,Pupil2dLeftA,Pupil2dLeftB,Pupil2dLeftO,FrontIlluminanceTimeStamp,FrontIlluminance,OrientationTimeStamp,OrientationW,OrientationX,OrientationY,OrientationZ
6894,232.645192400,448,15.000221944,2024-10-15T16:28:39.782208+02:00,13873,232.615441840,NA,0.471,709.0585,477.8433,F,0.0818,0,0.517,2.8914,-31.1465,-9.6802,-32.5048,-30.0976,-8.5725,-22.9255,0.2424,0.1110,0.9638,0.0013,0.0924,0,0.798,-0.8059,2.7769,1.8622,1.3985,1.0894,0.425,3.0361,32.6557,-9.6287,-31.0540,34.9303,-8.7881,-21.6620,0.1622,0.0885,0.9828,0.0013,0.0428,0,0.475,5.9871,1.2722,1.8145,0.8406,1.7924,232.614024760,73,232.616457880,-0.60406,0.19179,0.77300,-0.02825
6894,232.645192400,448,15.000221944,2024-10-15T16:28:39.782208+02:00,13874,232.632008000,NA,0.465,711.2475,481.8879,F,0.0839,0,0.518,2.8918,-31.1468,-9.6808,-32.5032,-30.1025,-8.5762,-22.9231,0.2420,0.1107,0.9640,0.0013,0.0358,0,0.797,-0.8127,2.7701,1.8611,1.3985,1.0759,0.413,3.0916,32.6557,-9.6308,-31.0549,34.9062,-8.8332,-21.6533,0.1597,0.0841,0.9836,0.0013,0.3123,0,0.586,5.9901,1.2301,1.9544,0.8631,1.7885,232.624029600,73,232.626462720,-0.60426,0.19191,0.77281,-0.02823
6894,232.645192400,448,15.000221944,2024-10-15T16:28:39.782208+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.634034440,73,232.635214200,-0.60438,0.19198,0.77270,-0.02828
6895,232.678518320,449,15.033546917,2024-10-15T16:28:39.815535+02:00,13875,232.648574160,NA,0.462,714.5887,478.8602,F,0.0863,0,0.512,2.8844,-31.1472,-9.6861,-32.5007,-30.1153,-8.5730,-22.9202,0.2407,0.1116,0.9642,0.0013,0.0937,0,0.900,-0.8339,2.7717,1.8753,1.3893,1.0390,0.411,3.0067,32.6586,-9.6364,-31.0550,34.8743,-8.8045,-21.6482,0.1560,0.0876,0.9839,0.0014,0.3057,0,0.475,5.9625,1.2727,1.8235,0.8434,1.8207,232.645805480,73,232.646985240,-0.60448,0.19204,0.77260,-0.02834
6895,232.678518320,449,15.033546917,2024-10-15T16:28:39.815535+02:00,13876,232.665140320,NA,0.464,710.1484,480.3612,F,0.0811,0,0.517,2.9160,-31.1477,-9.6892,-32.4975,-30.1071,-8.5792,-22.9175,0.2416,0.1112,0.9640,0.0013,0.0580,0,0.884,-0.8216,2.7653,1.8759,1.4097,1.0525,0.411,3.0525,32.6574,-9.6361,-31.0559,34.9307,-8.8300,-21.6606,0.1620,0.0850,0.9831,0.0013,0.3991,0,0.645,6.0035,1.2273,1.9420,0.8478,1.7713,232.655810520,73,232.658117920,-0.60454,0.19211,0.77254,-0.02839
6895,232.678518320,449,15.033546917,2024-10-15T16:28:39.815535+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.665811720,73,232.668119160,-0.60454,0.19211,0.77254,-0.02839
6895,232.678518320,449,15.033546917,2024-10-15T16:28:39.815535+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.675819000,73,232.678376880,-0.60449,0.19219,0.77256,-0.02844
6896,232.711844120,450,15.066874041,2024-10-15T16:28:39.848863+02:00,13877,232.681706480,NA,0.471,713.2895,480.6957,F,0.0883,0,0.518,2.9234,-31.1482,-9.6913,-32.4945,-30.1009,-8.5834,-22.9151,0.2423,0.1110,0.9638,0.0014,0.0434,0,0.851,-0.8161,2.7629,1.8772,1.4152,1.0601,0.425,3.1224,32.6577,-9.6374,-31.0562,34.8695,-8.8196,-21.6472,0.1556,0.0861,0.9841,0.0014,0.3985,0,0.611,5.9607,1.2580,1.9203,0.8775,1.7883,232.685814960,74,232.688122360,-0.60449,0.19219,0.77256,-0.02844
6896,232.711844120,450,15.066874041,2024-10-15T16:28:39.848863+02:00,13878,232.698272640,NA,0.459,708.8008,479.4556,F,0.0772,0,0.516,2.9121,-31.1482,-9.6912,-32.4945,-30.1137,-8.5992,-22.9119,0.2410,0.1095,0.9643,0.0012,0.1290,0,0.884,-0.8340,2.7426,1.8859,1.4066,1.0880,0.403,3.2369,32.6612,-9.6438,-31.0558,34.9659,-8.8161,-21.6700,0.1653,0.0872,0.9824,0.0012,0.5991,0,0.698,6.0002,1.2254,1.9205,0.8917,1.8228,232.695815080,74,232.698122480,-0.60449,0.19219,0.77256,-0.02844
6896,232.711844120,450,15.066874041,2024-10-15T16:28:39.848863+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.705816280,74,232.707998480,-0.60449,0.19219,0.77256,-0.02850
6897,232.745169960,451,15.100198965,2024-10-15T16:28:39.882189+02:00,13879,232.714838800,NA,0.465,716.4810,481.2546,F,0.0886,0,0.520,2.9364,-31.1487,-9.6911,-32.4905,-30.1192,-8.5687,-22.9108,0.2405,0.1125,0.9641,0.0014,0.1930,0,0.867,-0.8323,2.7738,1.8604,1.4218,1.0750,0.411,3.0425,32.6606,-9.6451,-31.0569,34.8518,-8.8474,-21.6413,0.1535,0.0841,0.9846,0.0014,0.7536,0,0.634,5.9641,1.2348,1.9464,0.8599,1.7842,232.715816840,74,232.717999000,-0.60449,0.19219,0.77256,-0.02850
6898,232.778495840,452,15.133523683,2024-10-15T16:28:39.915516+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6899,232.811821640,453,15.166847385,2024-10-15T16:28:39.948836+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,13880,232.731405000,NA,0.470,714.3758,481.7177,F,0.0901,0,0.519,2.9417,-31.1494,-9.6933,-32.4867,-30.1021,-8.5830,-22.9075,0.2423,0.1112,0.9638,0.0014,0.1343,0,0.901,-0.8215,2.7636,1.8804,1.4255,1.0568,0.421,3.1103,32.6605,-9.6464,-31.0575,34.8556,-8.8400,-21.6436,0.1539,0.0850,0.9844,0.0014,0.0602,0,0.657,5.9579,1.2406,1.9455,0.8778,1.7866,232.725823040,74,232.728255720,-0.60448,0.19225,0.77255,-0.02849
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,13881,232.747971160,NA,0.466,721.4804,477.9762,F,0.0927,0,0.519,2.9370,-31.1499,-9.6928,-32.4832,-30.1368,-8.5548,-22.9036,0.2388,0.1141,0.9643,0.0014,0.2744,0,0.900,-0.8576,2.7884,1.8642,1.4176,1.0792,0.412,3.0132,32.6595,-9.6471,-31.0585,34.7963,-8.8160,-21.6334,0.1478,0.0875,0.9851,0.0015,0.4006,0,0.497,5.9309,1.2912,1.9287,0.8589,1.7867,232.735827400,74,232.737007200,-0.60458,0.19230,0.77246,-0.02843
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,13882,232.764537320,NA,0.467,717.3745,477.7441,F,0.0910,0,0.517,2.9269,-31.1504,-9.6949,-32.4802,-30.1190,-8.5663,-22.9014,0.2407,0.1131,0.9640,0.0014,0.1286,0,0.867,-0.8467,2.7823,1.8774,1.4131,1.0585,0.417,3.1104,32.6595,-9.6487,-31.0594,34.8306,-8.8092,-21.6428,0.1514,0.0884,0.9845,0.0014,0.2268,0,0.661,5.9421,1.2858,1.9609,0.8800,1.7933,232.745843040,74,232.747022840,-0.60470,0.19237,0.77235,-0.02842
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,13883,232.781103480,NA,0.461,722.3651,477.3978,F,0.0952,0,0.515,2.9277,-31.1508,-9.6971,-32.4785,-30.1341,-8.5621,-22.8989,0.2392,0.1138,0.9643,0.0015,0.1002,0,0.837,-0.8673,2.7855,1.8925,1.4083,1.0623,0.406,3.0948,32.6592,-9.6510,-31.0607,34.7754,-8.8049,-21.6323,0.1456,0.0891,0.9853,0.0015,0.3519,0,0.536,5.9165,1.3110,1.9962,0.8850,1.7995,232.755848080,74,232.757905040,-0.60493,0.19231,0.77219,-0.02843
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,13884,232.797669640,NA,0.461,766.3484,453.7291,F,0.1046,0,0.504,2.9287,-31.1513,-9.7007,-32.4771,-30.3699,-8.3964,-22.8970,0.2155,0.1312,0.9677,0.0016,1.8038,0,0.654,-1.1112,2.9161,1.8934,1.3566,1.0547,0.417,3.0858,32.6549,-9.6478,-31.0606,34.4500,-8.6555,-21.5799,0.1121,0.1041,0.9882,0.0017,2.2198,0,0.553,5.7155,1.6021,1.9615,0.9292,1.7901,232.765851160,74,232.768033360,-0.60522,0.19220,0.77198,-0.02850
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,13885,232.814235800,NA,0.464,771.5329,455.8207,P,0.1197,0,0.498,2.8732,-31.1506,-9.6976,-32.4826,-30.3435,-8.4001,-22.9037,0.2181,0.1304,0.9672,0.0019,0.1655,0,0.639,-1.0873,2.9270,1.8910,1.3300,1.1097,0.430,3.1337,32.6592,-9.6516,-31.0614,34.3360,-8.6529,-21.5598,0.0998,0.1046,0.9895,0.0019,0.7486,0,0.485,5.6337,1.6382,1.9144,0.9671,1.8602,232.775863440,74,232.778296080,-0.60549,0.19209,0.77180,-0.02864
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,13886,232.830801960,NA,0.466,769.0553,451.7472,F,0.1100,0,0.502,2.9179,-31.1506,-9.6983,-32.4844,-30.3661,-8.4051,-22.9031,0.2158,0.1301,0.9677,0.0017,0.1441,0,0.776,-1.1047,2.9082,1.9024,1.3505,1.0813,0.430,3.2150,32.6632,-9.6549,-31.0620,34.4106,-8.6184,-21.5771,0.1071,0.1086,0.9883,0.0017,0.5087,0,0.594,5.6705,1.6526,1.9457,0.9763,1.8574,232.785863200,74,232.787042960,-0.60577,0.19199,0.77159,-0.02884
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.795867120,74,232.797046920,-0.60600,0.19185,0.77143,-0.02916
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.805872160,74,232.807929120,-0.60623,0.19165,0.77129,-0.02950
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.816200040,74,232.818006480,-0.60629,0.19145,0.77128,-0.02989
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.826204960,74,232.828261920,-0.60629,0.19118,0.77133,-0.03017
6900,232.845147480,454,15.200178451,2024-10-15T16:28:39.982165+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.836208040,74,232.837638320,-0.60618,0.19096,0.77146,-0.03039
6901,232.878473400,455,15.233503462,2024-10-15T16:28:40.015490+02:00,13887,232.847368120,NA,0.468,771.2525,447.8560,F,0.1107,0,0.503,2.9352,-31.1507,-9.6996,-32.4853,-30.3777,-8.3870,-22.9056,0.2146,0.1320,0.9677,0.0017,0.1403,0,0.731,-1.1127,2.9252,1.9060,1.3561,1.0746,0.433,3.2177,32.6658,-9.6571,-31.0625,34.3951,-8.5908,-21.5776,0.1052,0.1116,0.9882,0.0018,0.2169,0,0.517,5.6608,1.6923,1.9666,0.9774,1.8512,232.846210840,74,232.847641120,-0.60596,0.19080,0.77167,-0.03053
6901,232.878473400,455,15.233503462,2024-10-15T16:28:40.015490+02:00,13888,232.863934280,NA,0.467,764.4543,449.2889,F,0.1048,0,0.505,2.9310,-31.1511,-9.7022,-32.4845,-30.3592,-8.3957,-22.9055,0.2165,0.1314,0.9674,0.0016,0.1237,0,0.797,-1.0929,2.9191,1.8948,1.3590,1.0608,0.428,3.0188,32.6667,-9.6589,-31.0634,34.4712,-8.6145,-21.5901,0.1131,0.1095,0.9875,0.0017,0.4931,0,0.611,5.7192,1.6414,1.8902,0.9038,1.8375,232.856214040,74,232.858020480,-0.60565,0.19069,0.77194,-0.03061
